zip,State,cohort_population,total_population,pop_density,total_population_2019,cohort_population_2019,pop_density_2019,cohort_pop_change,cohort_pop_change_pc,pc_total_ethnicity,c_p_rank,c_pd_rank,c_yoy_rank,zip_code_rank
98116,WA,340,29567,1.15%,30843,258,0.84%,-1276,-494.57%,0.01%,63646,3528,35679,3332
98115,WA,3334,56562,5.89%,56071,2930,5.23%,491,16.76%,0.08%,18144,654,5880,137
98112,WA,533,26253,2.03%,26042,286,1.10%,211,73.78%,0.01%,51572,2089,5470,1053
98110,WA,178,26255,0.68%,27374,209,0.76%,-1119,-535.41%,0.00%,84080,5218,35767,4837
98109,WA,2361,31066,7.60%,32203,2245,6.97%,-1137,-50.65%,0.05%,22434,484,33990,901
98108,WA,3641,21052,17.30%,19606,4191,21.38%,1446,34.50%,0.08%,17157,126,5727,107
98107,WA,1910,28672,6.66%,30933,1039,3.36%,-2261,-217.61%,0.04%,25589,562,34840,1064
98106,WA,646,25085,2.58%,23438,640,2.73%,1647,257.34%,0.01%,46771,1651,4566,804
98105,WA,5356,49053,10.92%,49615,6666,13.44%,-562,-8.43%,0.12%,13227,291,33645,565
98104,WA,1904,13983,13.62%,14155,2150,15.19%,-172,-8.00%,0.04%,25631,201,33637,987
98103,WA,1405,56355,2.49%,57318,1341,2.34%,-963,-71.81%,0.03%,30636,1708,34149,1355
98102,WA,1222,27245,4.49%,28663,1164,4.06%,-1418,-121.82%,0.03%,33131,955,34422,1408
98101,WA,1799,14079,12.78%,14221,886,6.23%,-142,-16.03%,0.04%,26487,234,33733,1020
98092,WA,662,45463,1.46%,45606,1002,2.20%,-143,-14.27%,0.02%,46150,2882,33717,2187
98087,WA,955,38954,2.45%,40571,957,2.36%,-1617,-168.97%,0.02%,37973,1734,34636,1714
98077,WA,448,14923,3.00%,13529,585,4.32%,1394,238.29%,0.01%,56136,1433,4647,1155
98075,WA,3441,23880,14.41%,23293,3196,13.72%,587,18.37%,0.08%,17781,182,5865,122
98074,WA,3460,31198,11.09%,29983,3441,11.48%,1215,35.31%,0.08%,17715,282,5721,121
98072,WA,535,25578,2.09%,24119,847,3.51%,1459,172.26%,0.01%,51473,2024,4934,1013
98070,WA,45,12090,0.37%,12629,32,0.25%,-539,-1684.37%,0.00%,132388,7263,37281,8134
98065,WA,178,17287,1.03%,15209,197,1.30%,2078,1054.82%,0.00%,84080,3847,2863,2670
98059,WA,3339,38979,8.57%,38522,2904,7.54%,457,15.74%,0.08%,18119,421,5887,131
98058,WA,1245,39484,3.15%,43171,1749,4.05%,-3687,-210.81%,0.03%,32795,1357,34817,1425
98057,WA,348,11908,2.92%,12104,101,0.83%,-196,-194.06%,0.01%,62976,1464,34738,2986
98056,WA,2691,35130,7.66%,34072,2271,6.67%,1058,46.59%,0.06%,20720,480,5650,170
98055,WA,1331,20111,6.62%,20506,1306,6.37%,-395,-30.25%,0.03%,31594,566,33849,1280
98053,WA,590,23873,2.47%,22074,1052,4.77%,1799,171.01%,0.01%,48961,1722,4940,898
98052,WA,7844,73952,10.61%,68891,6766,9.82%,5061,74.80%,0.18%,10024,302,5464,37
98051,,5,3568,0.14%,4213,12,0.28%,-645,-5375.00%,0.00%,193878,9934,38607,38376
98045,WA,189,15662,1.21%,15365,80,0.52%,297,371.25%,0.00%,82135,3385,4211,2593
98043,WA,332,21038,1.58%,21835,629,2.88%,-797,-126.71%,0.01%,64368,2641,34443,3191
98042,WA,734,46391,1.58%,46748,913,1.95%,-357,-39.10%,0.02%,43698,2635,33911,2042
98040,WA,2880,26270,10.96%,26132,2816,10.78%,138,4.90%,0.07%,19872,289,5973,151
98039,,531,2943,18.04%,3302,400,12.11%,-359,-89.75%,0.01%,51672,118,34255,2220
98038,WA,490,37136,1.32%,35855,341,0.95%,1281,375.66%,0.01%,53748,3132,4198,1182
98037,WA,1000,27912,3.58%,30737,1403,4.56%,-2825,-201.35%,0.02%,37009,1189,34771,1610
98036,WA,703,42060,1.67%,41442,842,2.03%,618,73.40%,0.02%,44720,2506,5472,825
98034,WA,2598,54707,4.75%,45659,1583,3.47%,9048,571.57%,0.06%,21137,892,3695,157
98033,WA,2669,41450,6.44%,41554,2474,5.95%,-104,-4.20%,0.06%,20807,591,33604,839
98032,WA,539,34638,1.56%,34659,346,1.00%,-21,-6.07%,0.01%,51293,2678,33623,2448
98031,WA,1949,36174,5.39%,35117,1595,4.54%,1057,66.27%,0.04%,25281,750,5527,241
98030,WA,813,33387,2.44%,33100,1198,3.62%,287,23.96%,0.02%,41377,1747,5823,671
98029,WA,3518,31669,11.11%,29145,3071,10.54%,2524,82.19%,0.08%,17518,281,5414,112
98028,WA,1651,25089,6.58%,23581,1196,5.07%,1508,126.09%,0.04%,27912,572,5146,271
98027,WA,1593,28144,5.66%,31218,1494,4.79%,-3074,-205.76%,0.04%,28555,688,34795,1208
98026,WA,986,40934,2.41%,41238,407,0.99%,-304,-74.69%,0.02%,37298,1769,34167,1660
98024,WA,63,5467,1.15%,7429,108,1.45%,-1962,-1816.67%,0.00%,120464,3521,37388,6963
98023,WA,770,45531,1.69%,43611,882,2.02%,1920,217.69%,0.02%,42562,2475,4722,724
98022,WA,72,21861,0.33%,21364,31,0.15%,497,1603.23%,0.00%,115635,7679,2298,5006
98021,WA,2034,33883,6.00%,30789,1448,4.70%,3094,213.67%,0.05%,24618,640,4742,211
98020,WA,154,18815,0.82%,20244,171,0.84%,-1429,-835.67%,0.00%,88909,4574,36358,5064
98019,WA,33,10928,0.30%,11853,35,0.30%,-925,-2642.86%,0.00%,143140,7947,37866,8882
98014,WA,188,7426,2.53%,6694,7,0.10%,732,10457.14%,0.00%,82309,1678,411,2212
98012,WA,2953,73471,4.02%,67081,2074,3.09%,6390,308.10%,0.07%,19553,1067,4389,149
98011,WA,1515,28514,5.31%,34269,1800,5.25%,-5755,-319.72%,0.03%,29373,765,35211,1263
98010,,11,6251,0.18%,5869,74,1.26%,382,516.22%,0.00%,176579,9447,3831,9019
98008,WA,2364,24363,9.70%,23913,2308,9.65%,450,19.50%,0.05%,22408,342,5854,194
98007,WA,2275,27445,8.29%,28427,2309,8.12%,-982,-42.53%,0.05%,22939,436,33938,916
98006,WA,9081,40191,22.59%,37736,7494,19.86%,2455,32.76%,0.21%,8892,78,5739,27
98005,WA,2867,22081,12.98%,19279,2606,13.52%,2802,107.52%,0.07%,19940,226,5245,140
98004,WA,5830,38396,15.18%,37218,5015,13.47%,1178,23.49%,0.13%,12447,165,5827,60
98003,WA,587,41675,1.41%,42555,562,1.32%,-880,-156.58%,0.01%,49082,2959,34585,2408
98002,WA,105,32144,0.33%,30288,153,0.51%,1856,1213.07%,0.00%,102132,7706,2669,4179
98001,WA,805,31024,2.59%,28785,378,1.31%,2239,592.33%,0.02%,41581,1635,3651,594
97914,OR,21,16417,0.13%,16968,24,0.14%,-551,-2295.83%,0.00%,157857,10121,37674,10022
97901,,2,546,0.37%,589,5,0.85%,-43,-860.00%,0.00%,203648,7319,36398,38424
97880,OR,7,409,1.71%,359,6,1.67%,50,833.33%,0.00%,187653,2449,3204,8817
97876,,19,860,2.21%,684,13,1.90%,176,1353.85%,0.00%,160988,1935,2534,7115
97874,,2,421,0.48%,448,0,0.00%,-27,0.00%,0.00%,203648,6441,6033,11239
97864,,1,173,0.58%,161,2,1.24%,12,600.00%,0.00%,207192,5748,3642,11229
97856,,1,408,0.25%,355,2,0.56%,53,2650.00%,0.00%,207192,8590,1639,11443
97850,OR,78,13387,0.58%,14043,34,0.24%,-656,-1929.41%,0.00%,112716,5720,37470,6758
97845,OR,4,2319,0.17%,2420,7,0.29%,-101,-1442.86%,0.00%,196976,9493,37081,38393
97838,OR,23,24550,0.09%,23201,11,0.05%,1349,12263.64%,0.00%,155040,10648,332,7692
97828,OR,1,2682,0.04%,2732,0,0.00%,-50,0.00%,0.00%,207192,11523,6033,12315
97827,OR,1,1981,0.05%,2211,2,0.09%,-230,-11500.00%,0.00%,207192,11305,39135,38729
97824,,1,1558,0.06%,1780,0,0.00%,-222,0.00%,0.00%,207192,11090,6033,12164
97812,,5,731,0.68%,743,7,0.94%,-12,-171.43%,0.00%,193878,5186,34641,12638
97810,,4,948,0.42%,890,7,0.79%,58,828.57%,0.00%,196976,6839,3211,9907
97801,OR,31,14957,0.21%,15825,56,0.35%,-868,-1550.00%,0.00%,145282,9044,37171,9091
97756,OR,132,37369,0.35%,32283,0,0.00%,5086,0.00%,0.00%,94183,7437,6033,3848
97741,OR,4,9483,0.04%,9565,74,0.77%,-82,-110.81%,0.00%,196976,11444,34369,38415
97707,OR,9,6339,0.14%,5470,21,0.38%,869,4138.10%,0.00%,181716,9908,1128,9225
97703,OR,225,33527,0.67%,0,0,NaN,33527,0.00%,0.01%,76478,5251,6033,2585
97702,OR,53,47951,0.11%,45590,65,0.14%,2361,3632.31%,0.00%,126580,10398,1272,5939
97701,OR,143,34623,0.41%,61469,258,0.42%,-26846,-10405.43%,0.00%,91470,6903,39084,5677
97630,OR,17,4435,0.38%,4503,9,0.20%,-68,-755.56%,0.00%,164328,7182,36210,9970
97603,OR,149,25258,0.59%,25137,157,0.62%,121,77.07%,0.00%,90054,5682,5454,3367
97601,OR,73,19687,0.37%,19970,115,0.58%,-283,-246.09%,0.00%,115150,7278,34949,6949
97540,OR,153,7533,2.03%,7994,83,1.04%,-461,-555.42%,0.00%,89154,2088,35817,4761
97537,OR,17,6109,0.28%,6410,0,0.00%,-301,0.00%,0.00%,164328,8202,6033,8278
97536,OR,4,889,0.45%,1052,3,0.29%,-163,-5433.33%,0.00%,196976,6629,38622,38296
97535,OR,19,4732,0.40%,5388,53,0.98%,-656,-1237.74%,0.00%,160988,7011,36863,9778
97527,OR,34,33570,0.10%,31433,40,0.13%,2137,5342.50%,0.00%,142027,10536,900,6910
97526,OR,35,31480,0.11%,32506,7,0.02%,-1026,-14657.14%,0.00%,141014,10387,39242,9122
97524,OR,3,12536,0.02%,13442,2,0.01%,-906,-45300.00%,0.00%,200287,11675,39450,38616
97523,OR,51,4710,1.08%,4744,58,1.22%,-34,-58.62%,0.00%,127917,3688,34047,7248
97520,OR,62,29083,0.21%,26909,83,0.31%,2174,2619.28%,0.00%,121037,8965,1655,5447
97504,OR,197,49200,0.40%,45430,189,0.42%,3770,1994.71%,0.00%,80765,7022,2000,2776
97502,OR,10,24524,0.04%,25250,9,0.04%,-726,-8066.67%,0.00%,179075,11467,38922,38108
97501,OR,25,41647,0.06%,41843,65,0.16%,-196,-301.54%,0.00%,152390,11156,35154,9665
97498,OR,10,1916,0.52%,1904,8,0.42%,12,150.00%,0.00%,179075,6110,5046,8845
97497,,9,1199,0.75%,1553,8,0.52%,-354,-4425.00%,0.00%,181716,4873,38426,11650
97496,OR,13,7356,0.18%,7260,17,0.23%,96,564.71%,0.00%,172102,9435,3708,8764
97495,,22,1985,1.11%,1411,0,0.00%,574,0.00%,0.00%,156355,3619,6033,7265
97493,,11,305,3.61%,361,17,4.71%,-56,-329.41%,0.00%,176579,1184,35234,9923
97489,,4,798,0.50%,765,4,0.52%,33,825.00%,0.00%,196976,6257,3220,9817
97487,OR,92,7887,1.17%,8159,116,1.42%,-272,-234.48%,0.00%,106750,3496,34917,5940
97478,OR,33,34848,0.09%,34368,67,0.19%,480,716.42%,0.00%,143140,10636,3405,7153
97477,OR,20,35460,0.06%,34216,107,0.31%,1244,1162.62%,0.00%,159334,11220,2729,8158
97471,OR,112,27555,0.41%,25795,195,0.76%,1760,902.56%,0.00%,99917,6968,3085,3963
97467,OR,8,4481,0.18%,4278,11,0.26%,203,1845.45%,0.00%,184591,9407,2121,9411
97459,OR,19,12220,0.16%,11313,17,0.15%,907,5335.29%,0.00%,160988,9735,902,7969
97444,OR,7,5012,0.14%,4755,0,0.00%,257,0.00%,0.00%,187653,9943,6033,9885
97439,OR,32,14428,0.22%,14044,7,0.05%,384,5485.71%,0.00%,144181,8866,875,6836
97437,,24,2857,0.84%,2965,10,0.34%,-108,-1080.00%,0.00%,153724,4488,36694,9026
97426,OR,22,8533,0.26%,8522,21,0.25%,11,52.38%,0.00%,156355,8449,5613,7821
97424,OR,59,16478,0.36%,16452,29,0.18%,26,89.66%,0.00%,122882,7398,5361,5600
97420,OR,45,23103,0.19%,25672,58,0.23%,-2569,-4429.31%,0.00%,132388,9205,38427,8435
97417,OR,33,1916,1.72%,2137,0,0.00%,-221,0.00%,0.00%,143140,2429,6033,6286
97415,OR,96,13718,0.70%,15749,24,0.15%,-2031,-8462.50%,0.00%,105254,5122,38951,6299
97408,OR,54,14355,0.38%,13540,38,0.28%,815,2144.74%,0.00%,125933,7235,1896,5549
97405,OR,479,48301,0.99%,45182,575,1.27%,3119,542.43%,0.01%,54307,3951,3762,1257
97404,OR,222,33453,0.66%,33011,110,0.33%,442,401.82%,0.01%,76913,5286,4123,2516
97403,OR,292,14524,2.01%,12436,226,1.82%,2088,923.89%,0.01%,68241,2117,3051,1687
97402,OR,215,48424,0.44%,46862,158,0.34%,1562,988.61%,0.00%,77933,6669,2960,2652
97401,OR,1779,45750,3.89%,42889,1982,4.62%,2861,144.35%,0.04%,26688,1095,5067,267
97389,,5,1716,0.29%,1581,0,0.00%,135,0.00%,0.00%,193878,8065,6033,10039
97386,OR,44,12155,0.36%,12392,0,0.00%,-237,0.00%,0.00%,133168,7360,6033,6275
97385,,27,3558,0.76%,3310,46,1.39%,248,539.13%,0.00%,149908,4837,3774,6866
97378,OR,19,6553,0.29%,7069,118,1.67%,-516,-437.29%,0.00%,160988,8079,35556,9816
97375,,88,1100,8.00%,1117,0,0.00%,-17,0.00%,0.00%,108331,458,6033,3859
97370,OR,68,8871,0.77%,8141,75,0.92%,730,973.33%,0.00%,117695,4794,2981,4835
97367,OR,23,10643,0.22%,10051,60,0.60%,592,986.67%,0.00%,155040,8930,2962,7651
97366,,6,2232,0.27%,1747,13,0.74%,485,3730.77%,0.00%,190740,8318,1242,9593
97365,OR,50,10066,0.50%,10833,24,0.22%,-767,-3195.83%,0.00%,128647,6288,38070,7846
97361,OR,97,11297,0.86%,11498,223,1.94%,-201,-90.13%,0.00%,104898,4417,34257,5908
97355,OR,95,25802,0.37%,24438,114,0.47%,1364,1196.49%,0.00%,105643,7304,2687,4362
97348,,4,1858,0.22%,1560,5,0.32%,298,5960.00%,0.00%,196976,8942,812,10010
97347,OR,21,634,3.31%,943,16,1.70%,-309,-1931.25%,0.00%,157857,1295,37473,8945
97346,,4,1028,0.39%,1144,2,0.17%,-116,-5800.00%,0.00%,196976,7122,38677,38330
97333,OR,1145,20485,5.59%,20482,1139,5.56%,3,0.26%,0.03%,34340,707,6031,426
97331,,222,3683,6.03%,2457,127,5.17%,1226,965.35%,0.01%,76913,638,2990,1961
97330,OR,1290,42332,3.05%,42210,1584,3.75%,122,7.70%,0.03%,32137,1408,5945,405
97322,OR,164,33718,0.49%,32181,36,0.11%,1537,4269.44%,0.00%,86882,6365,1093,2993
97321,OR,204,27961,0.73%,24632,220,0.89%,3329,1513.18%,0.00%,79603,4975,2379,2539
97317,OR,124,24707,0.50%,23967,275,1.15%,740,269.09%,0.00%,96365,6253,4516,3746
97306,OR,296,32345,0.92%,30768,193,0.63%,1577,817.10%,0.01%,67829,4200,3233,1870
97305,OR,210,39717,0.53%,39827,176,0.44%,-110,-62.50%,0.00%,78643,6069,34068,4478
97304,OR,254,31922,0.80%,28707,263,0.92%,3215,1222.43%,0.01%,72537,4668,2658,2119
97303,OR,111,39353,0.28%,38273,112,0.29%,1080,964.29%,0.00%,100233,8153,2992,4138
97302,OR,43,39476,0.11%,36720,66,0.18%,2756,4175.76%,0.00%,133990,10422,1117,6402
97301,OR,361,52428,0.69%,51235,260,0.51%,1193,458.85%,0.01%,61954,5156,3975,1721
97267,OR,59,30829,0.19%,31618,39,0.12%,-789,-2023.08%,0.00%,122882,9245,37527,7824
97266,OR,2597,31369,8.28%,31213,3321,10.64%,156,4.70%,0.06%,21140,439,5978,181
97239,OR,436,19448,2.24%,18770,530,2.82%,678,127.92%,0.01%,56889,1905,5140,1249
97236,OR,919,33613,2.73%,33866,1253,3.70%,-253,-20.19%,0.02%,38776,1565,33766,1692
97233,OR,407,34294,1.19%,33144,721,2.18%,1150,159.50%,0.01%,58751,3440,4998,1438
97232,OR,120,16772,0.72%,15614,129,0.83%,1158,897.67%,0.00%,97467,5044,3091,3585
97231,,43,4368,0.98%,4201,79,1.88%,167,211.39%,0.00%,133990,3980,4754,5826
97230,OR,338,33601,1.01%,33276,447,1.34%,325,72.71%,0.01%,63838,3907,5478,1768
97229,OR,4912,74602,6.58%,69987,5147,7.35%,4615,89.66%,0.11%,14085,571,5360,79
97227,OR,104,6041,1.72%,5269,85,1.61%,772,908.24%,0.00%,102471,2432,3075,3562
97225,OR,185,27214,0.68%,27576,171,0.62%,-362,-211.70%,0.00%,82839,5207,34822,4687
97224,OR,441,38834,1.14%,37579,463,1.23%,1255,271.06%,0.01%,56545,3547,4508,1353
97223,OR,724,50572,1.43%,51961,847,1.63%,-1389,-163.99%,0.02%,44066,2923,34613,2117
97222,OR,131,33859,0.39%,34526,140,0.41%,-667,-476.43%,0.00%,94447,7151,35641,5678
97221,OR,416,11780,3.53%,11794,130,1.10%,-14,-10.77%,0.01%,58150,1209,33678,2655
97220,OR,215,25001,0.86%,27571,311,1.13%,-2570,-826.37%,0.00%,77933,4413,36343,4370
97219,OR,976,44572,2.19%,41975,541,1.29%,2597,480.04%,0.02%,37526,1945,3924,503
97218,OR,9,14787,0.06%,14062,65,0.46%,725,1115.38%,0.00%,181716,11145,2799,9496
97217,OR,392,34302,1.14%,33474,281,0.84%,828,294.66%,0.01%,59743,3536,4435,1467
97216,OR,1235,17191,7.18%,15668,856,5.46%,1523,177.92%,0.03%,32936,517,4911,366
97215,OR,174,19062,0.91%,20776,351,1.69%,-1714,-488.32%,0.00%,84849,4211,35662,4746
97214,OR,343,31396,1.09%,28920,340,1.18%,2476,728.24%,0.01%,63386,3658,3379,1601
97213,OR,457,34966,1.31%,37075,321,0.87%,-2109,-657.01%,0.01%,55607,3150,36023,2833
97212,OR,514,29653,1.73%,28452,365,1.28%,1201,329.04%,0.01%,52521,2413,4325,1068
97211,OR,267,32951,0.81%,32452,175,0.54%,499,285.14%,0.01%,70965,4604,4466,2127
97210,OR,324,12091,2.68%,13516,218,1.61%,-1425,-653.67%,0.01%,65102,1588,36017,3200
97209,OR,603,19548,3.08%,19598,293,1.50%,-50,-17.06%,0.01%,48418,1389,33742,2146
97206,OR,1124,50761,2.21%,51130,1361,2.66%,-369,-27.11%,0.03%,34707,1928,33825,1521
97205,OR,79,7994,0.99%,7186,122,1.70%,808,662.30%,0.00%,112263,3971,3493,4408
97203,OR,332,30656,1.08%,32149,233,0.72%,-1493,-640.77%,0.01%,64368,3687,35990,3422
97202,OR,865,46877,1.85%,47228,893,1.89%,-351,-39.31%,0.02%,40028,2272,33913,1824
97201,OR,1185,17572,6.74%,17718,808,4.56%,-146,-18.07%,0.03%,33688,557,33748,1367
97146,OR,14,6840,0.20%,6456,15,0.23%,384,2560.00%,0.00%,170039,9084,1682,8478
97140,OR,392,26377,1.49%,25932,328,1.26%,445,135.67%,0.01%,59743,2824,5113,1428
97138,OR,49,10972,0.45%,10902,29,0.27%,70,241.38%,0.00%,129358,6648,4630,5861
97136,OR,4,1951,0.21%,1576,0,0.00%,375,0.00%,0.00%,196976,9078,6033,11153
97133,OR,83,6295,1.32%,4894,0,0.00%,1401,0.00%,0.00%,110515,3134,6033,4350
97132,OR,183,28652,0.64%,28097,217,0.77%,555,255.76%,0.00%,83167,5412,4574,2874
97131,OR,28,2374,1.18%,2690,15,0.56%,-316,-2106.67%,0.00%,148684,3453,37566,8671
97128,OR,276,34969,0.79%,35123,117,0.33%,-154,-131.62%,0.01%,69924,4695,34473,3773
97124,OR,467,51828,0.90%,54011,861,1.59%,-2183,-253.54%,0.01%,55017,4257,34984,2870
97123,OR,226,46297,0.49%,48914,251,0.51%,-2617,-1042.63%,0.01%,76329,6349,36652,4532
97119,OR,19,4753,0.40%,3812,17,0.45%,941,5535.29%,0.00%,160988,7033,866,7654
97118,OR,2,633,0.32%,775,0,0.00%,-142,0.00%,0.00%,203648,7809,6033,11404
97116,OR,129,29009,0.44%,26167,86,0.33%,2842,3304.65%,0.00%,94974,6660,1380,3529
97115,,6,3558,0.17%,3994,23,0.58%,-436,-1895.65%,0.00%,190740,9554,37446,38259
97113,OR,55,14193,0.39%,14895,35,0.23%,-702,-2005.71%,0.00%,125320,7142,37518,7723
97111,OR,19,3759,0.51%,3752,31,0.83%,7,22.58%,0.00%,160988,6232,5835,7845
97110,OR,1,1429,0.07%,1314,23,1.75%,115,500.00%,0.00%,207192,11004,3869,11828
97107,,8,1986,0.40%,1580,18,1.14%,406,2255.56%,0.00%,184591,7001,1836,9082
97106,OR,13,4740,0.27%,4554,16,0.35%,186,1162.50%,0.00%,172102,8250,2730,8571
97103,OR,67,17767,0.38%,17448,39,0.22%,319,817.95%,0.00%,118210,7222,3232,5163
97101,OR,6,3658,0.16%,4325,9,0.21%,-667,-7411.11%,0.00%,190740,9624,38867,38295
97089,OR,75,15179,0.49%,14105,0,0.00%,1074,0.00%,0.00%,114113,6312,6033,4973
97086,OR,918,30754,2.98%,30613,1121,3.66%,141,12.58%,0.02%,38798,1442,5915,571
97080,OR,279,42939,0.65%,39616,360,0.91%,3323,923.06%,0.01%,69597,5359,3053,2065
97078,OR,117,23155,0.51%,0,0,NaN,23155,0.00%,0.00%,98380,6233,6033,3961
97071,OR,127,29537,0.43%,27758,11,0.04%,1779,16172.73%,0.00%,95543,6780,235,3509
97070,OR,470,23527,2.00%,23763,408,1.72%,-236,-57.84%,0.01%,54842,2134,34041,2594
97068,OR,540,31452,1.72%,32096,530,1.65%,-644,-121.51%,0.01%,51236,2438,34421,2460
97062,OR,263,27890,0.94%,28649,154,0.54%,-759,-492.86%,0.01%,71436,4123,35674,3867
97060,OR,174,21143,0.82%,19504,115,0.59%,1639,1425.22%,0.00%,84849,4556,2469,2754
97058,OR,6,18640,0.03%,17453,32,0.18%,1187,3709.37%,0.00%,190740,11588,1248,9984
97056,OR,50,10137,0.49%,9908,98,0.99%,229,233.67%,0.00%,128647,6315,4658,5783
97055,OR,30,17574,0.17%,16098,50,0.31%,1476,2952.00%,0.00%,146389,9517,1511,7087
97051,OR,47,14233,0.33%,14355,32,0.22%,-122,-381.25%,0.00%,130841,7673,35392,7985
97049,OR,41,1738,2.36%,1582,24,1.52%,156,650.00%,0.00%,135641,1811,3528,5585
97045,OR,210,51772,0.41%,51403,143,0.28%,369,258.04%,0.00%,78643,6975,4559,2790
97042,,17,2449,0.69%,2792,0,0.00%,-343,0.00%,0.00%,164328,5138,6033,7925
97041,OR,19,2268,0.84%,2278,26,1.14%,-10,-38.46%,0.00%,160988,4497,33909,9308
97040,,4,1638,0.24%,1487,13,0.87%,151,1161.54%,0.00%,196976,8601,2732,10905
97038,OR,52,13502,0.39%,13045,66,0.51%,457,692.42%,0.00%,127257,7163,3448,5724
97037,OR,5,754,0.66%,807,0,0.00%,-53,0.00%,0.00%,193878,5290,6033,9692
97035,OR,1016,27440,3.70%,28362,852,3.00%,-922,-108.22%,0.02%,36721,1148,34354,1573
97034,OR,437,21448,2.04%,20164,344,1.71%,1284,373.26%,0.01%,56827,2081,4203,1227
97031,OR,45,18204,0.25%,16591,53,0.32%,1613,3043.40%,0.00%,132388,8568,1476,6091
97030,OR,292,35711,0.82%,34647,179,0.52%,1064,594.41%,0.01%,68241,4579,3649,1955
97027,OR,28,10985,0.25%,11914,33,0.28%,-929,-2815.15%,0.00%,148684,8466,37938,9291
97026,OR,5,3489,0.14%,4122,3,0.07%,-633,-21100.00%,0.00%,193878,9891,39340,38392
97019,,12,2686,0.45%,2688,12,0.45%,-2,-16.67%,0.00%,174279,6646,33738,11164
97018,,5,1676,0.30%,1678,4,0.24%,-2,-50.00%,0.00%,193878,7991,33982,38179
97015,OR,701,22312,3.14%,22018,485,2.20%,294,60.62%,0.02%,44794,1368,5562,751
97013,OR,25,22780,0.11%,21458,21,0.10%,1322,6295.24%,0.00%,152390,10411,754,7552
97009,OR,41,8372,0.49%,7949,43,0.54%,423,983.72%,0.00%,135641,6343,2968,6105
97008,OR,491,30794,1.59%,30120,627,2.08%,674,107.50%,0.01%,53684,2614,5246,1177
97007,OR,905,47076,1.92%,69931,1132,1.62%,-22855,-2018.99%,0.02%,39084,2191,37524,1953
97006,OR,1127,44728,2.52%,72590,1328,1.83%,-27862,-2098.04%,0.03%,34661,1687,37563,1691
97005,OR,142,27637,0.51%,26795,184,0.69%,842,457.61%,0.00%,91698,6178,3982,3437
97003,OR,448,25741,1.74%,0,0,NaN,25741,0.00%,0.01%,56136,2404,6033,1298
97002,,20,6416,0.31%,6681,25,0.37%,-265,-1060.00%,0.00%,159334,7855,36680,9769
96860,HI,60,1625,3.69%,551,10,1.81%,1074,10740.00%,0.00%,122227,1151,392,4480
96857,,71,1317,5.39%,886,29,3.27%,431,1486.21%,0.00%,116163,749,2408,4171
96853,HI,3,132,2.27%,113,10,8.85%,19,190.00%,0.00%,200287,1880,4849,9612
96848,,38,480,7.92%,0,0,NaN,480,0.00%,0.00%,138232,465,6033,5732
96826,HI,3894,24039,16.20%,24348,3446,14.15%,-309,-8.97%,0.09%,16425,147,33654,661
96825,HI,2302,25622,8.98%,24541,2473,10.08%,1081,43.71%,0.05%,22780,390,5663,197
96822,HI,4224,35647,11.85%,35703,4616,12.93%,-56,-1.21%,0.10%,15546,260,33576,638
96821,HI,2385,15383,15.50%,14323,2333,16.29%,1060,45.44%,0.05%,22292,158,5657,185
96819,HI,2228,39919,5.58%,40227,1893,4.71%,-308,-16.27%,0.05%,23276,710,33734,946
96818,HI,4099,47256,8.67%,47443,3833,8.08%,-187,-4.88%,0.09%,15885,413,33609,659
96817,HI,9272,41826,22.17%,42684,9846,23.07%,-858,-8.71%,0.21%,8741,81,33648,443
96816,HI,5447,37403,14.56%,38979,5392,13.83%,-1576,-29.23%,0.12%,13055,179,33840,560
96815,HI,2085,24603,8.47%,23050,1910,8.29%,1553,81.31%,0.05%,24245,426,5418,209
96814,HI,2374,18484,12.84%,16542,2156,13.03%,1942,90.07%,0.05%,22351,230,5355,184
96813,HI,1916,18816,10.18%,17610,2550,14.48%,1206,47.29%,0.04%,25535,323,5644,230
96797,HI,1395,55616,2.51%,55235,1248,2.26%,381,30.53%,0.03%,30763,1697,5762,385
96795,HI,107,3797,2.82%,4583,50,1.09%,-786,-1572.00%,0.00%,101467,1521,37185,5516
96793,HI,379,21090,1.80%,21702,271,1.25%,-612,-225.83%,0.01%,60637,2329,34875,2959
96792,HI,322,25328,1.27%,24514,174,0.71%,814,467.82%,0.01%,65301,3236,3944,1698
96791,HI,31,5945,0.52%,5861,49,0.84%,84,171.43%,0.00%,145282,6114,4936,6815
96790,HI,81,6690,1.21%,6750,101,1.50%,-60,-59.41%,0.00%,111358,3371,34050,6166
96789,HI,1938,41613,4.66%,40266,1579,3.92%,1347,85.31%,0.04%,25358,905,5396,245
96786,HI,253,30870,0.82%,31362,239,0.76%,-492,-205.86%,0.01%,72673,4568,34796,3950
96783,,45,1225,3.67%,1144,0,0.00%,81,0.00%,0.00%,132388,1157,6033,5453
96782,HI,1322,28378,4.66%,27708,1090,3.93%,670,61.47%,0.03%,31711,904,5559,369
96781,,79,1028,7.68%,1088,67,6.16%,-60,-89.55%,0.00%,112263,478,34254,5872
96779,HI,25,1826,1.37%,1894,22,1.16%,-68,-309.09%,0.00%,152390,3037,35174,8700
96778,HI,95,13262,0.72%,12184,111,0.91%,1078,971.17%,0.00%,105643,5038,2985,4076
96772,,5,2520,0.20%,2687,7,0.26%,-167,-2385.71%,0.00%,193878,9164,37735,38331
